,symbol,date,Ra
1284,ACB.TO,05-08-2021,0.059202098
1285,ACB.TO,06-08-2021,-0.005437751
1286,ACB.TO,09-08-2021,0.013001267
1287,ACB.TO,10-08-2021,-0.014092374
1288,ACB.TO,11-08-2021,-0.026550232
1289,ACB.TO,12-08-2021,-0.010140932
1290,ACB.TO,13-08-2021,-0.034565653
1291,ACB.TO,16-08-2021,-0.029746393
1292,ACB.TO,17-08-2021,0.027398974
1293,ACB.TO,18-08-2021,-0.005892769
1294,ACB.TO,19-08-2021,-0.023924586
1295,ACB.TO,20-08-2021,0.036843145
1296,ACB.TO,23-08-2021,0.026483989
1297,ACB.TO,24-08-2021,0.03462099
1298,ACB.TO,25-08-2021,-0.018837122
1299,ACB.TO,26-08-2021,-0.006734032
1300,ACB.TO,27-08-2021,0.021170707
1301,ACB.TO,30-08-2021,-0.00552793
1302,ACB.TO,31-08-2021,0.037000956
1303,ACB.TO,01-09-2021,-0.029270382
1304,ACB.TO,02-09-2021,0.024987721
1305,ACB.TO,03-09-2021,-0.004301082
1306,ACB.TO,07-09-2021,-0.023992427
1307,ACB.TO,08-09-2021,-0.03710375
1308,ACB.TO,09-09-2021,-0.001146132
1309,ACB.TO,10-09-2021,-0.036197764
1310,ACB.TO,13-09-2021,-0.004767589
1311,ACB.TO,14-09-2021,-0.015653541
1312,ACB.TO,15-09-2021,0.02634883
1313,ACB.TO,16-09-2021,-0.007117468
1314,ACB.TO,17-09-2021,0.005934736
1315,ACB.TO,20-09-2021,-0.076203931
1316,ACB.TO,21-09-2021,-0.014148146
1317,ACB.TO,22-09-2021,-0.006497749
1318,ACB.TO,23-09-2021,0.015524245
1319,ACB.TO,24-09-2021,-0.031293297
1320,ACB.TO,27-09-2021,0.067844309
1321,ACB.TO,28-09-2021,0.06701071
1322,ACB.TO,29-09-2021,-0.002317498
1323,ACB.TO,30-09-2021,0.017251722
1324,ACB.TO,01-10-2021,0.02254887
1325,ACB.TO,04-10-2021,-0.013468217
1326,ACB.TO,05-10-2021,0.039872391
1327,ACB.TO,06-10-2021,0.005414198
1328,ACB.TO,07-10-2021,-0.004329011
1329,ACB.TO,08-10-2021,-0.025262189
1330,ACB.TO,12-10-2021,-0.027059148
1331,ACB.TO,13-10-2021,0.010233176
1332,ACB.TO,14-10-2021,0.016825972
1333,ACB.TO,15-10-2021,-0.032789823
1334,ACB.TO,18-10-2021,-0.013889112
1335,ACB.TO,19-10-2021,0.071941124
1336,ACB.TO,20-10-2021,0.023580943
1337,ACB.TO,21-10-2021,-0.032295595
1338,ACB.TO,22-10-2021,-0.043606685
1339,ACB.TO,25-10-2021,0.016997576
1340,ACB.TO,26-10-2021,-0.019285907
1341,ACB.TO,27-10-2021,-0.034968598
1342,ACB.TO,28-10-2021,0.004733737
1343,ACB.TO,29-10-2021,-0.031177585
1344,ACB.TO,01-11-2021,0.049891582
1345,ACB.TO,02-11-2021,-0.009313222
1346,ACB.TO,03-11-2021,0.008153802
1347,ACB.TO,04-11-2021,-0.012843142
1348,ACB.TO,05-11-2021,-0.029817355
1349,ACB.TO,08-11-2021,0.099045217
1350,ACB.TO,09-11-2021,0.019544596
1351,BTO.TO,02-07-2021,0
1352,BTO.TO,05-07-2021,-0.001925035
1353,BTO.TO,06-07-2021,0.013397486
1354,BTO.TO,07-07-2021,-0.015326234
1355,BTO.TO,08-07-2021,-0.035367103
1356,BTO.TO,09-07-2021,0.011928624
1357,BTO.TO,12-07-2021,-0.032131215
1358,BTO.TO,13-07-2021,0.022200704
1359,BTO.TO,14-07-2021,0.019763575
1360,BTO.TO,15-07-2021,0.045896968
1361,BTO.TO,16-07-2021,-0.067658656
1362,BTO.TO,19-07-2021,-0.004007834
1363,BTO.TO,20-07-2021,-0.002010162
1364,BTO.TO,21-07-2021,0.017946621
1365,BTO.TO,22-07-2021,-0.005946424
1366,BTO.TO,23-07-2021,-0.016032478
1367,BTO.TO,26-07-2021,0.023953346
1368,BTO.TO,27-07-2021,-0.005934863
1369,BTO.TO,28-07-2021,0.015748427
1370,BTO.TO,29-07-2021,0.021256834
1371,BTO.TO,30-07-2021,0
1372,BTO.TO,03-08-2021,-0.001913982
1373,BTO.TO,04-08-2021,-0.017391722
1374,BTO.TO,05-08-2021,-0.04383171
1375,BTO.TO,06-08-2021,-0.010235445
1376,BTO.TO,09-08-2021,-0.025001414
1377,BTO.TO,10-08-2021,-0.014878022
1378,BTO.TO,11-08-2021,0.039879436
1379,BTO.TO,12-08-2021,-0.014508198
1380,BTO.TO,13-08-2021,0.020661986
1381,BTO.TO,16-08-2021,0
1382,BTO.TO,17-08-2021,-0.008213636
1383,BTO.TO,18-08-2021,-0.01244835
1384,BTO.TO,19-08-2021,-0.010493216
1385,BTO.TO,20-08-2021,-0.010604493
1386,BTO.TO,23-08-2021,0.04380271
1387,BTO.TO,24-08-2021,-0.004090003
1388,BTO.TO,25-08-2021,-0.029108214
1389,BTO.TO,26-08-2021,0.006309305
1390,BTO.TO,27-08-2021,0.030962256
1391,BTO.TO,30-08-2021,-0.026778344
1392,BTO.TO,31-08-2021,0.018614998
1393,BTO.TO,01-09-2021,-0.002051397
1394,BTO.TO,02-09-2021,-0.014477979
1395,BTO.TO,03-09-2021,0.040821969
1396,BTO.TO,07-09-2021,-0.030459241
1397,BTO.TO,08-09-2021,-0.006204699
1398,BTO.TO,09-09-2021,-0.016736868
1399,BTO.TO,10-09-2021,-0.019169894
1400,BTO.TO,13-09-2021,0.027573343
1401,BTO.TO,14-09-2021,0.014538118
1402,BTO.TO,15-09-2021,0
1403,BTO.TO,16-09-2021,-0.046421831
1404,BTO.TO,17-09-2021,0
1405,BTO.TO,20-09-2021,0.004310371
1406,BTO.TO,21-09-2021,-0.001958738
1407,BTO.TO,22-09-2021,-0.006557419
1408,BTO.TO,23-09-2021,-0.044850467
1409,BTO.TO,24-09-2021,-0.002296451
1410,BTO.TO,27-09-2021,0
1411,BTO.TO,28-09-2021,-0.002301504
1412,BTO.TO,29-09-2021,-0.028039067
1413,BTO.TO,30-09-2021,0.025732487
1414,BTO.TO,01-10-2021,-0.009280835
1415,BTO.TO,04-10-2021,0.027587804
1416,BTO.TO,05-10-2021,-0.006825755
1417,BTO.TO,06-10-2021,0.040273787
1418,BTO.TO,07-10-2021,0.006557419
1419,BTO.TO,08-10-2021,-0.010953044
1420,BTO.TO,12-10-2021,0.002200227
1421,BTO.TO,13-10-2021,0.065911181
1422,BTO.TO,14-10-2021,0.012270128
1423,BTO.TO,15-10-2021,-0.008163334
1424,BTO.TO,18-10-2021,0
1425,BTO.TO,19-10-2021,0.046054315
1426,BTO.TO,20-10-2021,0.023211744
1427,BTO.TO,21-10-2021,0.00381681
1428,BTO.TO,22-10-2021,0.022599708
1429,BTO.TO,25-10-2021,0.025736791
1430,BTO.TO,26-10-2021,0.009033511
1431,BTO.TO,27-10-2021,-0.018149372
1432,BTO.TO,28-10-2021,-0.022223014
1433,BTO.TO,29-10-2021,-0.044026179
1434,BTO.TO,01-11-2021,0.015534141
1435,BTO.TO,02-11-2021,-0.007737005
1436,BTO.TO,03-11-2021,0.017324834
1437,BTO.TO,04-11-2021,0.007604621
1438,BTO.TO,05-11-2021,0.028012929
1439,BTO.TO,08-11-2021,-0.005540197
1440,BTO.TO,09-11-2021,0.012879701
1441,BDGI.TO,02-07-2021,0
1442,BDGI.TO,05-07-2021,-0.008030133
1443,BDGI.TO,06-07-2021,-0.013800556
1444,BDGI.TO,07-07-2021,-0.012337475
1445,BDGI.TO,08-07-2021,-0.03081467
1446,BDGI.TO,09-07-2021,0.003408001
1447,BDGI.TO,12-07-2021,-0.007113252
1448,BDGI.TO,13-07-2021,-0.054876709
1449,BDGI.TO,14-07-2021,0.002711215
1450,BDGI.TO,15-07-2021,-0.00120409
1451,BDGI.TO,16-07-2021,-0.004830913
1452,BDGI.TO,19-07-2021,-0.002424328
1453,BDGI.TO,20-07-2021,0.021312437
1454,BDGI.TO,21-07-2021,0.023192138
1455,BDGI.TO,22-07-2021,-0.011381966
1456,BDGI.TO,23-07-2021,0.005561274
1457,BDGI.TO,26-07-2021,0.015638876
1458,BDGI.TO,27-07-2021,-0.008658095
1459,BDGI.TO,28-07-2021,0
1460,BDGI.TO,29-07-2021,0.019918316
1461,BDGI.TO,30-07-2021,-0.0082871
1462,BDGI.TO,03-08-2021,-0.016490929
1463,BDGI.TO,04-08-2021,-0.004385317
1464,BDGI.TO,05-08-2021,0.02231001
1465,BDGI.TO,06-08-2021,-0.052047624
1466,BDGI.TO,09-08-2021,-0.00393172
1467,BDGI.TO,10-08-2021,0.023361405
1468,BDGI.TO,11-08-2021,-0.015513484
1469,BDGI.TO,12-08-2021,0.011063202
1470,BDGI.TO,13-08-2021,0.004746233
1471,BDGI.TO,16-08-2021,0.008252381
1472,BDGI.TO,17-08-2021,-0.019562017
1473,BDGI.TO,18-08-2021,0.022492675
1474,BDGI.TO,19-08-2021,0.019418236
1475,BDGI.TO,20-08-2021,0.008858546
1476,BDGI.TO,23-08-2021,0.020276661
1477,BDGI.TO,24-08-2021,-0.033449914
1478,BDGI.TO,25-08-2021,0.005462148
1479,BDGI.TO,26-08-2021,-0.003734002
1480,BDGI.TO,27-08-2021,-0.006640681
1481,BDGI.TO,30-08-2021,-0.001364588
1482,BDGI.TO,31-08-2021,0.00174167
1483,BDGI.TO,01-09-2021,0.002896186
1484,BDGI.TO,02-09-2021,0.004616127
1485,BDGI.TO,03-09-2021,-0.000575809
1486,BDGI.TO,07-09-2021,-0.002884462
1487,BDGI.TO,08-09-2021,-0.019542584
1488,BDGI.TO,09-09-2021,0.000883181
1489,BDGI.TO,10-09-2021,-0.01661746
1490,BDGI.TO,13-09-2021,0.033252952
1491,BDGI.TO,14-09-2021,-0.000579092
1492,BDGI.TO,15-09-2021,0.043633006
1493,BDGI.TO,16-09-2021,0.006080844
1494,BDGI.TO,17-09-2021,-0.005803549
1495,BDGI.TO,20-09-2021,-0.00221985
1496,BDGI.TO,21-09-2021,0
1497,BDGI.TO,22-09-2021,-0.000833604
1498,BDGI.TO,23-09-2021,-0.000278116
1499,BDGI.TO,24-09-2021,0.004439484
1500,BDGI.TO,27-09-2021,-0.002217167
1501,BDGI.TO,28-09-2021,-0.017859572
1502,BDGI.TO,29-09-2021,-0.005958139
1503,BDGI.TO,30-09-2021,-0.037401235
1504,BDGI.TO,01-10-2021,0.014080771
1505,BDGI.TO,04-10-2021,0.017898751
1506,BDGI.TO,05-10-2021,0.014486856
1507,BDGI.TO,06-10-2021,-0.011914948
1508,BDGI.TO,07-10-2021,0.022853178
1509,BDGI.TO,08-10-2021,0.013575533
1510,BDGI.TO,12-10-2021,-0.008567183
1511,BDGI.TO,13-10-2021,-0.006124594
1512,BDGI.TO,14-10-2021,0.014966911
1513,BDGI.TO,15-10-2021,-0.010508917
1514,BDGI.TO,18-10-2021,0.00664999
1515,BDGI.TO,19-10-2021,0.022933055
1516,BDGI.TO,20-10-2021,-0.011673806
1517,BDGI.TO,21-10-2021,-0.007675458
1518,BDGI.TO,22-10-2021,0.003570884
1519,BDGI.TO,25-10-2021,-0.000548506
1520,BDGI.TO,26-10-2021,-0.006329965
1521,BDGI.TO,27-10-2021,-0.040281517
1522,BDGI.TO,28-10-2021,8.64E-05
1523,BDGI.TO,29-10-2021,-0.017129191
1524,BDGI.TO,01-11-2021,0.008456007
1525,BDGI.TO,02-11-2021,0.002030483
1526,BDGI.TO,03-11-2021,0.002604544
1527,BDGI.TO,04-11-2021,0.017476443
1528,BDGI.TO,05-11-2021,0.014380712
1529,BDGI.TO,08-11-2021,-0.045241161
1530,BDGI.TO,09-11-2021,0.010199894
1531,BLDP.TO,02-07-2021,0
1532,BLDP.TO,05-07-2021,-0.010311636
1533,BLDP.TO,06-07-2021,0.018308124
1534,BLDP.TO,07-07-2021,-0.084440268
1535,BLDP.TO,08-07-2021,0.00576089
1536,BLDP.TO,09-07-2021,0.012369378
1537,BLDP.TO,12-07-2021,-0.000472972
1538,BLDP.TO,13-07-2021,-0.041531705
1539,BLDP.TO,14-07-2021,-0.046426095
1540,BLDP.TO,15-07-2021,-0.010906418
1541,BLDP.TO,16-07-2021,-0.002614381
1542,BLDP.TO,19-07-2021,0.016100062
1543,BLDP.TO,20-07-2021,0.032440707
1544,BLDP.TO,21-07-2021,0.037684959
1545,BLDP.TO,22-07-2021,-0.027265564
1546,BLDP.TO,23-07-2021,-0.020948397
1547,BLDP.TO,26-07-2021,-0.013191465
1548,BLDP.TO,27-07-2021,0
1549,BLDP.TO,28-07-2021,0.05175289
1550,BLDP.TO,29-07-2021,-0.029529753
1551,BLDP.TO,30-07-2021,0.00895088
1552,BLDP.TO,03-08-2021,-0.030663422
1553,BLDP.TO,04-08-2021,-0.025330897
1554,BLDP.TO,05-08-2021,-0.002621286
1555,BLDP.TO,06-08-2021,0.023347416
1556,BLDP.TO,09-08-2021,0.057784998
1557,BLDP.TO,10-08-2021,0.002899905
1558,BLDP.TO,11-08-2021,-0.041385218
1559,BLDP.TO,12-08-2021,-0.00858808
1560,BLDP.TO,13-08-2021,-0.041435188
1561,BLDP.TO,16-08-2021,-0.003708614
1562,BLDP.TO,17-08-2021,-0.011209138
1563,BLDP.TO,18-08-2021,0.043073991
1564,BLDP.TO,19-08-2021,-0.00877878
1565,BLDP.TO,20-08-2021,-0.013577284
1566,BLDP.TO,23-08-2021,0.073469294
1567,BLDP.TO,24-08-2021,0.026514015
1568,BLDP.TO,25-08-2021,-0.025537403
1569,BLDP.TO,26-08-2021,-0.002443148
1570,BLDP.TO,27-08-2021,0.010705649
1571,BLDP.TO,30-08-2021,0.008674753
1572,BLDP.TO,31-08-2021,0.019953156
1573,BLDP.TO,01-09-2021,-0.011828858
1574,BLDP.TO,02-09-2021,0.007114092
1575,BLDP.TO,03-09-2021,-0.029738354
1576,BLDP.TO,07-09-2021,0.043350439
1577,BLDP.TO,08-09-2021,-0.089685001
1578,BLDP.TO,09-09-2021,0.012668018
1579,BLDP.TO,10-09-2021,-0.026015289
1580,BLDP.TO,13-09-2021,0.015384919
1581,BLDP.TO,14-09-2021,0.002033605
1582,BLDP.TO,15-09-2021,-0.026764386
1583,BLDP.TO,16-09-2021,0.001563774
1584,BLDP.TO,17-09-2021,0.050277151
1585,BLDP.TO,20-09-2021,-0.044564437
1586,BLDP.TO,21-09-2021,0.000517784
1587,BLDP.TO,22-09-2021,0.026559273
1588,BLDP.TO,23-09-2021,-0.007081415
1589,BLDP.TO,24-09-2021,-0.055308931
1590,BLDP.TO,27-09-2021,0.028558314
1591,BLDP.TO,28-09-2021,-0.049702989
1592,BLDP.TO,29-09-2021,-0.038541549
1593,BLDP.TO,30-09-2021,0.012450755
1594,BLDP.TO,01-10-2021,-0.00168877
1595,BLDP.TO,04-10-2021,-0.062774819
1596,BLDP.TO,05-10-2021,-0.002402464
1597,BLDP.TO,06-10-2021,-0.010882695
1598,BLDP.TO,07-10-2021,0.033475868
1599,BLDP.TO,08-10-2021,0
1600,BLDP.TO,12-10-2021,0.090971725
1601,BLDP.TO,13-10-2021,0.073455973
1602,BLDP.TO,14-10-2021,-0.030896253
1603,BLDP.TO,15-10-2021,0.003081615
1604,BLDP.TO,18-10-2021,0.010204221
1605,BLDP.TO,19-10-2021,0.044672389
1606,BLDP.TO,20-10-2021,-0.006819364
1607,BLDP.TO,21-10-2021,-0.01328423
1608,BLDP.TO,22-10-2021,-0.042495062
1609,BLDP.TO,25-10-2021,0.053822393
1610,BLDP.TO,26-10-2021,-0.029823284
1611,BLDP.TO,27-10-2021,0.009040745
1612,BLDP.TO,28-10-2021,0.088010877
1613,BLDP.TO,29-10-2021,0.026656198
1614,BLDP.TO,01-11-2021,0.051271045
1615,BLDP.TO,02-11-2021,-0.037105248
1616,BLDP.TO,03-11-2021,-0.000879508
1617,BLDP.TO,04-11-2021,0.001318971
1618,BLDP.TO,05-11-2021,-0.029427001
1619,BLDP.TO,08-11-2021,0.085804012
1620,BLDP.TO,09-11-2021,-0.135431583
1621,BMO.TO,02-07-2021,0
1622,BMO.TO,05-07-2021,0.001808188
1623,BMO.TO,06-07-2021,-0.005039386
1624,BMO.TO,07-07-2021,0.001262213
1625,BMO.TO,08-07-2021,-0.014772724
1626,BMO.TO,09-07-2021,0.009080167
1627,BMO.TO,12-07-2021,0.006953179
1628,BMO.TO,13-07-2021,-0.001812693
1629,BMO.TO,14-07-2021,-0.00276474
1630,BMO.TO,15-07-2021,-0.000633004
1631,BMO.TO,16-07-2021,-0.009783279
1632,BMO.TO,19-07-2021,-0.022144098
1633,BMO.TO,20-07-2021,0.00627263
1634,BMO.TO,21-07-2021,0.007926993
1635,BMO.TO,22-07-2021,-0.004279302
1636,BMO.TO,23-07-2021,0.007095145
1637,BMO.TO,26-07-2021,0.006885554
1638,BMO.TO,27-07-2021,0.000558347
1639,BMO.TO,28-07-2021,0.000876847
1640,BMO.TO,29-07-2021,0.005006955
1641,BMO.TO,30-07-2021,-0.012469522
1642,BMO.TO,03-08-2021,0.005892129
1643,BMO.TO,04-08-2021,-0.002175247
1644,BMO.TO,05-08-2021,0.011865796
1645,BMO.TO,06-08-2021,0.007780227
1646,BMO.TO,09-08-2021,0.000711534
1647,BMO.TO,10-08-2021,0.01084656
1648,BMO.TO,11-08-2021,0.008794959
1649,BMO.TO,12-08-2021,0.000619746
1650,BMO.TO,13-08-2021,-0.003102593
1651,BMO.TO,16-08-2021,-0.005765034
1652,BMO.TO,17-08-2021,-0.003835774
1653,BMO.TO,18-08-2021,0.005085082
1654,BMO.TO,19-08-2021,-0.010669258
1655,BMO.TO,20-08-2021,0.008794737
1656,BMO.TO,23-08-2021,0.006312604
1657,BMO.TO,24-08-2021,0.016564888
1658,BMO.TO,25-08-2021,-0.001146806
1659,BMO.TO,26-08-2021,-0.023608791
1660,BMO.TO,27-08-2021,-0.005734238
1661,BMO.TO,30-08-2021,-0.008147136
1662,BMO.TO,31-08-2021,-0.002783741
1663,BMO.TO,01-09-2021,0.011482178
1664,BMO.TO,02-09-2021,0.006278936
1665,BMO.TO,03-09-2021,-0.000626093
1666,BMO.TO,07-09-2021,0.006010213
1667,BMO.TO,08-09-2021,-0.000467019
1668,BMO.TO,09-09-2021,-0.001324471
1669,BMO.TO,10-09-2021,-0.003201536
1670,BMO.TO,13-09-2021,0.007247233
1671,BMO.TO,14-09-2021,-0.010223634
1672,BMO.TO,15-09-2021,0.007035162
1673,BMO.TO,16-09-2021,0.003266188
1674,BMO.TO,17-09-2021,-0.007403175
1675,BMO.TO,20-09-2021,-0.021664294
1676,BMO.TO,21-09-2021,0.001517507
1677,BMO.TO,22-09-2021,0.00992664
1678,BMO.TO,23-09-2021,0.014279154
1679,BMO.TO,24-09-2021,0.000700958
1680,BMO.TO,27-09-2021,0.00752249
1681,BMO.TO,28-09-2021,-0.010407001
1682,BMO.TO,29-09-2021,0.002027827
1683,BMO.TO,30-09-2021,-0.014914006
1684,BMO.TO,01-10-2021,0.006778105
1685,BMO.TO,04-10-2021,-0.000864434
1686,BMO.TO,05-10-2021,0.014051826
1687,BMO.TO,06-10-2021,-0.004117
1688,BMO.TO,07-10-2021,0.011377328
1689,BMO.TO,08-10-2021,0.005831774
1690,BMO.TO,12-10-2021,-0.008066055
1691,BMO.TO,13-10-2021,-0.001080437
1692,BMO.TO,14-10-2021,0.009146492
1693,BMO.TO,15-10-2021,0.015035633
1694,BMO.TO,18-10-2021,-0.000301477
1695,BMO.TO,19-10-2021,0.005488493
1696,BMO.TO,20-10-2021,0.009997162
1697,BMO.TO,21-10-2021,0.00163173
1698,BMO.TO,22-10-2021,0.003994124
1699,BMO.TO,25-10-2021,0.013126714
1700,BMO.TO,26-10-2021,0.004579345
1701,BMO.TO,27-10-2021,-0.005308103
1702,BMO.TO,28-10-2021,0.010227499
1703,BMO.TO,29-10-2021,-0.023099563
1704,BMO.TO,01-11-2021,0.008743446
1705,BMO.TO,02-11-2021,0.007862715
1706,BMO.TO,03-11-2021,0.00299656
1707,BMO.TO,04-11-2021,0.002259701
1708,BMO.TO,05-11-2021,0.002545222
1709,BMO.TO,08-11-2021,0.009684934
1710,BMO.TO,09-11-2021,0.002657725
1711,BNS.TO,02-07-2021,0
1712,BNS.TO,05-07-2021,0.000748841
1713,BNS.TO,06-07-2021,-0.010282302
1714,BNS.TO,07-07-2021,-0.004041517
1715,BNS.TO,08-07-2021,-0.013889933
1716,BNS.TO,09-07-2021,0.012370238
1717,BNS.TO,12-07-2021,0.004930876
1718,BNS.TO,13-07-2021,-0.00239917
1719,BNS.TO,14-07-2021,-0.00037933
1720,BNS.TO,15-07-2021,0.001895275
1721,BNS.TO,16-07-2021,-0.008875566
1722,BNS.TO,19-07-2021,-0.022539411
1723,BNS.TO,20-07-2021,0.011397662
1724,BNS.TO,21-07-2021,0.004369007
1725,BNS.TO,22-07-2021,-0.007852255
1726,BNS.TO,23-07-2021,0.006954314
1727,BNS.TO,26-07-2021,0.000641519
1728,BNS.TO,27-07-2021,-0.001026594
1729,BNS.TO,28-07-2021,0.003972039
1730,BNS.TO,29-07-2021,0.005738039
1731,BNS.TO,30-07-2021,-0.009966829
1732,BNS.TO,03-08-2021,0.003973057
1733,BNS.TO,04-08-2021,-0.000895771
1734,BNS.TO,05-08-2021,0.007525007
1735,BNS.TO,06-08-2021,0.011245383
1736,BNS.TO,09-08-2021,0.002509785
1737,BNS.TO,10-08-2021,0.011464257
1738,BNS.TO,11-08-2021,0.004450502
1739,BNS.TO,12-08-2021,0.000493288
1740,BNS.TO,13-08-2021,-0.00172753
1741,BNS.TO,16-08-2021,0.000740711
1742,BNS.TO,17-08-2021,-0.005941293
1743,BNS.TO,18-08-2021,-0.002237134
1744,BNS.TO,19-08-2021,-0.009501281
1745,BNS.TO,20-08-2021,0.004011536
1746,BNS.TO,23-08-2021,0.003746295
1747,BNS.TO,24-08-2021,-0.007883469
1748,BNS.TO,25-08-2021,0.012856663
1749,BNS.TO,26-08-2021,-0.010347205
1750,BNS.TO,27-08-2021,-0.005151122
1751,BNS.TO,30-08-2021,-0.010128085
1752,BNS.TO,31-08-2021,-0.00561433
1753,BNS.TO,01-09-2021,-0.001280388
1754,BNS.TO,02-09-2021,0.003325587
1755,BNS.TO,03-09-2021,-0.002429128
1756,BNS.TO,07-09-2021,0.000383929
1757,BNS.TO,08-09-2021,-0.001152345
1758,BNS.TO,09-09-2021,0.001152345
1759,BNS.TO,10-09-2021,-0.001280388
1760,BNS.TO,13-09-2021,0.003963912
1761,BNS.TO,14-09-2021,-0.008587017
1762,BNS.TO,15-09-2021,0.008331689
1763,BNS.TO,16-09-2021,0.002167759
1764,BNS.TO,17-09-2021,-0.00408424
1765,BNS.TO,20-09-2021,-0.018979323
1766,BNS.TO,21-09-2021,0.001432768
1767,BNS.TO,22-09-2021,0.003897054
1768,BNS.TO,23-09-2021,0.012369677
1769,BNS.TO,24-09-2021,0.002046859
1770,BNS.TO,27-09-2021,0.010677656
1771,BNS.TO,28-09-2021,-0.004435237
1772,BNS.TO,29-09-2021,0.001142399
1773,BNS.TO,30-09-2021,-0.01109778
1774,BNS.TO,01-10-2021,0.008811777
1775,BNS.TO,04-10-2021,-0.003607774
1776,BNS.TO,05-10-2021,0.00592021
1777,BNS.TO,06-10-2021,-0.00488806
1778,BNS.TO,07-10-2021,0.002061008
1779,BNS.TO,08-10-2021,0.008457303
1780,BNS.TO,12-10-2021,0.002039465
1781,BNS.TO,13-10-2021,0.000636535
1782,BNS.TO,14-10-2021,0.006216297
1783,BNS.TO,15-10-2021,0.007810596
1784,BNS.TO,18-10-2021,0.003757469
1785,BNS.TO,19-10-2021,0.012300646
1786,BNS.TO,20-10-2021,0.010686032
1787,BNS.TO,21-10-2021,-0.003426732
1788,BNS.TO,22-10-2021,0.002204262
1789,BNS.TO,25-10-2021,0.007434085
1790,BNS.TO,26-10-2021,0.007740713
1791,BNS.TO,27-10-2021,-0.004830951
1792,BNS.TO,28-10-2021,-0.002424195
1793,BNS.TO,29-10-2021,-0.015409416
1794,BNS.TO,01-11-2021,0.010055266
1795,BNS.TO,02-11-2021,0.002923954
1796,BNS.TO,03-11-2021,0.007997183
1797,BNS.TO,04-11-2021,0.000723815
1798,BNS.TO,05-11-2021,-0.000482521
1799,BNS.TO,08-11-2021,-0.002778894
1800,BNS.TO,09-11-2021,0.00229614
1801,ABX.TO,02-07-2021,0
1802,ABX.TO,05-07-2021,0.007770157
1803,ABX.TO,06-07-2021,0.027482565
1804,ABX.TO,07-07-2021,-0.004150138
1805,ABX.TO,08-07-2021,-0.018314197
1806,ABX.TO,09-07-2021,0.013387105
1807,ABX.TO,12-07-2021,-0.014928553
1808,ABX.TO,13-07-2021,0.020611417
1809,ABX.TO,14-07-2021,0.007902288
1810,ABX.TO,15-07-2021,0.005233597
1811,ABX.TO,16-07-2021,-0.020339645
1812,ABX.TO,19-07-2021,-0.004194449
1813,ABX.TO,20-07-2021,0.003433133
1814,ABX.TO,21-07-2021,0.000380711
1815,ABX.TO,22-07-2021,-0.008026038
1816,ABX.TO,23-07-2021,-0.005001014
1817,ABX.TO,26-07-2021,0.007300799
1818,ABX.TO,27-07-2021,0.012176688
1819,ABX.TO,28-07-2021,0.012403912
1820,ABX.TO,29-07-2021,0.014463374
1821,ABX.TO,30-07-2021,0
1822,ABX.TO,03-08-2021,0.002573918
1823,ABX.TO,04-08-2021,-0.002942227
1824,ABX.TO,05-08-2021,-0.02234735
1825,ABX.TO,06-08-2021,-0.01556296
1826,ABX.TO,09-08-2021,-0.011930103
1827,ABX.TO,10-08-2021,-0.038678776
1828,ABX.TO,11-08-2021,0.02149756
1829,ABX.TO,12-08-2021,-0.011886022
1830,ABX.TO,13-08-2021,0.011492072
1831,ABX.TO,16-08-2021,-0.000393983
1832,ABX.TO,17-08-2021,-0.007120323
1833,ABX.TO,18-08-2021,-0.024107246
1834,ABX.TO,19-08-2021,-0.003666718
1835,ABX.TO,20-08-2021,0.005697956
1836,ABX.TO,23-08-2021,0.034307371
1837,ABX.TO,24-08-2021,-0.00511104
1838,ABX.TO,25-08-2021,-0.015892372
1839,ABX.TO,26-08-2021,0.002400056
1840,ABX.TO,27-08-2021,0.020953427
1841,ABX.TO,30-08-2021,-0.011542399
1842,ABX.TO,31-08-2021,0.015097754
1843,ABX.TO,01-09-2021,-0.014297369
1844,ABX.TO,02-09-2021,-0.002803889
1845,ABX.TO,03-09-2021,0.019857631
1846,ABX.TO,07-09-2021,-0.012663343
1847,ABX.TO,08-09-2021,0.003577807
1848,ABX.TO,09-09-2021,-0.012779785
1849,ABX.TO,10-09-2021,-0.014167299
1850,ABX.TO,13-09-2021,0.004068269
1851,ABX.TO,14-09-2021,0.004051826
1852,ABX.TO,15-09-2021,-0.011795888
1853,ABX.TO,16-09-2021,-0.040924329
1854,ABX.TO,17-09-2021,-0.003415859
1855,ABX.TO,20-09-2021,0.019903255
1856,ABX.TO,21-09-2021,-0.007153408
1857,ABX.TO,22-09-2021,-0.007204905
1858,ABX.TO,23-09-2021,-0.021931691
1859,ABX.TO,24-09-2021,-0.006980819
1860,ABX.TO,27-09-2021,-0.007912098
1861,ABX.TO,28-09-2021,0.011844839
1862,ABX.TO,29-09-2021,-0.022046781
1863,ABX.TO,30-09-2021,0.019426702
1864,ABX.TO,01-10-2021,-0.005700556
1865,ABX.TO,04-10-2021,0.009192412
1866,ABX.TO,05-10-2021,-0.004804518
1867,ABX.TO,06-10-2021,0.017791707
1868,ABX.TO,07-10-2021,0.003006276
1869,ABX.TO,08-10-2021,-0.009911684
1870,ABX.TO,12-10-2021,0.00776528
1871,ABX.TO,13-10-2021,0.027967986
1872,ABX.TO,14-10-2021,0.012458584
1873,ABX.TO,15-10-2021,-0.023805668
